5.063	0.68	ea
6.183	0.12	ea
6.383	0.16	ea
6.663	0.12	ea
6.943	0.12	ea
7.183	0.08	ea
34.84	0.28	ea
35.2	0.08	ea
35.36	0.48	ea
35.96	0.24	ea
36.28	0.24	ea
36.64	0.08	ea
36.8	0.2	ea
37.12	0.12	ea
37.32	0.28	ea
37.84	0.12	ea_ml
38.12	0.28	ea
38.48	0.2	ea
38.76	0.32	da
39.24	0.16	ea
72.88	0.28	ea
73.24	0.2	ea
132.24	0.52	ea
133.08	0.28	ea
136.04	0.08	ea_ml
146.027	0.16	ea
146.267	0.12	ea
146.427	0.2	da
146.747	0.28	ea
149.267	0.2	ea
175.507	0.12	ea
175.661	0.04	ea
175.821	0.4	ea
176.741	0.24	ea
177.061	0.2	ea
177.381	0.12	ea
177.621	0.4	ea_ml
178.141	0.32	ea
178.541	0.12	da
178.781	0.2	da
179.061	0.24	ea
179.381	0.2	ea
179.701	0.48	da
180.301	0.32	da
187.421	0.56	ea
188.981	0.56	ea
210.181	0.2	ea
211.147	0.16	ea
212.027	0.96	ea
214.584	0.6	ea
239.627	0.2	ea
240.067	0.12	ea
240.267	0.32	ea
240.707	0.2	ea
241.027	0.32	ea
241.467	0.28	ea
241.827	0.04	ea
241.907	0.04	ea
242.027	0.08	ea
242.187	0.16	da
242.427	0.08	ea
242.587	0.12	ea
242.787	0.16	ea
243.027	0.08	ea
243.187	0.48	ea
243.787	0.24	ea
244.307	0.16	ea
244.627	0.32	da
245.707	0.24	ea
246.027	0.08	da
246.187	0.36	ea
246.667	0.24	ea
247.187	0.24	ea
247.587	0.12	ea
249.707	0.2	ea
250.187	0.52	ea
250.867	0.12	ea
251.147	0.16	da
251.427	0.2	ea
273.172	0.12	ea
273.372	0.12	ea
273.572	0.2	ea
306.44	0.4	ea_ml
309.8	0.04	ea
309.92	0.28	ea
310.32	0.4	da
310.84	0.08	da
311.52	0.12	ea_ml
311.72	0.12	ea
311.92	0.08	ea
312.12	0.04	ea
312.24	0.28	ea
312.88	0.08	ea_ml
313	0.12	ea
313.24	0.32	ea_ml
313.8	0.08	ea
313.96	0.2	ea
314.24	0.16	ea
314.48	0.32	da
314.88	0.16	da
321.36	0.12	ea
321.56	0.8	ea
322.96	0.36	ea
323.44	0.2	ea
323.84	0.32	ea*ea
324.24	0.12	ea
324.44	0.24	ea
324.76	0.8	ea
393.36	0.08	ea
393.52	0.4	ea
395.872	0.24	ea_ml
396.192	0.16	ea
397.152	0.2	ea
397.472	0.04	ea
397.592	0.48	ea
398.192	0.24	da
402.992	0.08	ea
403.152	0.4	ea
403.752	0.44	da
404.792	0.96	ea
410.552	0.08	ea
411.232	0.48	ea
411.872	0.36	ea
412.352	0.28	ea
412.712	0.84	ea
413.712	0.36	ea_ml
414.192	0.64	da
415.032	0.44	ea
415.592	0.12	ea
415.832	0.72	da
423.992	0.44	da
426.632	0.76	ea_ml
431.432	0.32	ea
431.792	0.08	ea
432.672	0.12	ea*ea
432.832	0.04	ea
432.952	0.08	ea
434.072	0.72	ea
443.952	0.4	ea
445.272	0.48	ea
470.48	0.4	ea
552.92	0.16	ea
553.2	0.12	ea
553.44	0.24	ea
553.76	0.12	ea
553.96	0.36	ea
554.4	0.16	ea
554.68	0.04	ea
554.8	0.16	ea
555.04	0.12	ea*ea
555.2	0.04	ea
555.28	0.08	ea
555.44	0.12	ea
555.64	0.2	da
568.12	0.08	ea
568.32	0.12	ea
568.6	0.56	ea
570.04	0.36	ea_ml
599.6	0.16	ea
599.84	0.24	ea
626.4	0.44	ea
627	0.36	ea
627.48	0.12	ea
704.16	0.32	ea
